Thu Jul 11 15:42:32 2013,,,,,
13923984,1125,201865976,,,
13924498,1050,201867026,,,
13925422,600,201867626,,,
13925458,825,201868451,,,
13927061,675,201869126,,,
13927145,975,201870101,,,
13927977,2775,201872876,,,
13928491,975,201873851,,,
13929623,675,201874526,,,
13929707,600,201875126,,,
13930799,1350,201876476,,,
13930835,1650,201878126,,,
13931923,600,201878726,,,
13932015,675,201879401,,,
13933457,825,201880226,,,
13933549,600,201880826,,,
13934381,900,201881726,,,
13934417,1425,201883151,,,
13934807,1875,201885026,,,
13935639,675,201885701,,,
13935723,975,201886676,,,
13937173,675,201887351,,,
13937257,825,201888176,,,
13938389,1200,201889376,,,
13939473,975,201890351,,,
13939565,825,201891176,,,
13940653,1725,201892901,,,
13940689,1500,201894401,,,
13941167,1575,201895976,,,
13941203,1725,201897701,,,
13942035,600,201898301,,,
13942127,975,201899276,,,
13943607,525,201899801,,,
13943627,450,201900251,,,
13944715,750,201901001,,,
13944823,2325,201903326,,,
13945225,1575,201904901,,,
13945333,750,201905651,,,
13946165,825,201906476,,,
13946185,975,201907451,,,
13947021,900,201908351,,,
13947953,1500,201909851,,,
13947981,450,201910301,,,
13949491,825,201911126,,,
13950607,1575,201912701,,,
13951241,1125,201913826,,,
13951349,825,201914651,,,
13952437,975,201915626,,,
13952457,600,201916226,,,
13953975,675,201916901,,,
13953995,825,201917726,,,
13954827,975,201918701,,,
13954935,900,201919601,,,
13955763,675,201920276,,,
13955791,675,201920951,,,
13956723,1275,201922226,,,
13957233,975,201923201,,,
13958349,675,201923876,,,
13959457,675,201924551,,,
13959517,1125,201925676,,,
13960605,525,201926201,,,
13960673,675,201926876,,,
13962143,525,201927401,,,
13962211,675,201928076,,,
13963043,1650,201929726,,,
13963103,1350,201931076,,,
13963931,525,201931601,,,
13964007,1275,201932876,,,
13964891,1575,201934451,,,
13965401,975,201935426,,,
13966489,675,201936101,,,
13966565,450,201936551,,,
13968159,450,201937001,,,
13968227,675,201937676,,,
13969315,2175,201939851,,,
13969375,900,201940751,,,
13969825,750,201941501,,,
13969885,675,201942176,,,
13970717,450,201942626,,,
13970785,675,201943301,,,
13971621,825,201944126,,,
13972505,750,201944876,,,
13972581,450,201945326,,,
13974043,825,201946151,,,
13974119,600,201946751,,,
13975207,1875,201948626,,,
13975807,1200,201949826,,,
13976639,450,201950276,,,
13976643,825,201951101,,,
13978177,450,201951551,,,
13979389,600,201952151,,,
13980473,900,201953051,,,
13980485,675,201953726,,,
13981573,1950,201955676,,,
13981689,975,201956651,,,
13982087,1500,201958151,,,
13982203,1875,201960026,,,
13983035,675,201960701,,,
13983047,675,201961376,,,
13984445,1125,201962501,,,
13984449,525,201963026,,,
13985281,600,201963626,,,
13985795,1875,201965501,,,
13987007,675,201966176,,,
13988103,1875,201968051,,,
13988219,825,201968876,,,
13989307,600,201969476,,,
13989319,525,201970001,,,
13990841,675,201970676,,,
13990853,675,201971351,,,
13991685,1275,201972626,,,
13991801,1650,201974276,,,
13992382,1350,201975626,,,
13992386,1950,201977576,,,
13993218,600,201978176,,,
13993342,675,201978851,,,
13994017,10468496,212447347,,,
13994752,600,212447947,,,
13994876,600,212448547,,,
13995964,975,212449522,,,
13995968,825,212450347,,,
13996548,1275,212451622,,,
13996664,450,212452072,,,
13997752,825,212452897,,,
13998266,1800,212454697,,,
13999110,525,212455222,,,
14001024,450,212455672,,,
14001148,525,212456197,,,
14001980,1125,212457322,,,
14001984,750,212458072,,,
14002494,900,212458972,,,
14002498,1050,212460022,,,
14003586,450,212460472,,,
14003710,450,212460922,,,
14004294,1875,212462797,,,
14005382,600,212463397,,,
14005498,750,212464147,,,
14007032,600,212464747,,,
14007876,1425,212466172,,,
14008348,1425,212467597,,,
14009504,600,212468197,,,
14009564,825,212469022,,,
14011042,675,212469697,,,
14011102,600,212470297,,,
14011934,750,212471047,,,
14013350,675,212471722,,,
14013402,450,212472172,,,
14014234,1125,212473297,,,
14014310,750,212474047,,,
14014744,1125,212475172,,,
14014820,975,212476147,,,
14015908,600,212476747,,,
14015960,900,212477647,,,
14017058,825,212478472,,,
14017118,450,212478922,,,
14018274,1650,212480572,,,
14018784,900,212481472,,,
14019616,525,212481997,,,
14019676,975,212482972,,,
14021016,675,212483647,,,
14021092,750,212484397,,,
14021924,450,212484847,,,
14021976,675,212485522,,,
14023462,675,212486197,,,
14023514,600,212486797,,,
14024602,600,212487397,,,
14024678,750,212488147,,,
14025249,825,212488972,,,
14025309,600,212489572,,,
14026397,1350,212490922,,,
14026911,1350,212492272,,,
14027811,750,212493022,,,
14027871,600,212493622,,,
14029211,1875,212495497,,,
14029287,825,212496322,,,
14030119,450,212496772,,,
14030171,675,212497447,,,
14031653,450,212497897,,,
14031705,600,212498497,,,
14032793,600,212499097,,,
14032869,675,212499772,,,
14032995,1425,212501197,,,
14034083,825,212502022,,,
14034143,600,212502622,,,
14035617,525,212503147,,,
14035677,750,212503897,,,
14036577,975,212504872,,,
14037925,525,212505397,,,
14037977,450,212505847,,,
14038809,600,212506447,,,
14038885,675,212507122,,,
14039323,1425,212508547,,,
14039399,1500,212510047,,,
14040487,525,212510572,,,
14040539,675,212511247,,,
14041987,450,212511697,,,
14042111,450,212512147,,,
14042943,600,212512747,,,
14042947,1050,212513797,,,
14043453,675,212514472,,,
14043457,1200,212515672,,,
14044545,450,212516122,,,
14044669,525,212516647,,,
14045241,600,212517247,,,
14046341,675,212517922,,,
14047879,1125,212519047,,,
14047995,525,212519572,,,
14048827,750,212520322,,,
14049725,1500,212521822,,,
14049729,900,212522722,,,
14050561,675,212523397,,,
14050685,600,212523997,,,
14052099,825,212524822,,,
14052223,600,212525422,,,
14053311,825,212526247,,,
14053315,1800,212528047,,,
14054011,600,212528647,,,
14055111,1650,212530297,,,
14055621,1350,212531647,,,
14055813,1216,212532863,,,
14056453,450,212533313,,,
14056569,1125,212534438,,,
14058178,675,212535113,,,
14059134,2250,212537363,,,
14059644,1050,212538413,,,
14060732,450,212538863,,,
14060736,1875,212540738,,,
14061828,1125,212541863,,,
14061944,1125,212542988,,,
14063032,450,212543438,,,
14063044,600,212544038,,,
14064570,450,212544488,,,
14064582,675,212545163,,,
14065414,825,212545988,,,
14065530,900,212546888,,,
14065792,1425,212548313,,,
14066748,450,212548763,,,
14068286,600,212549363,,,
14068290,450,212549813,,,
14069378,675,212550488,,,
14070586,525,212551013,,,
14070598,600,212551613,,,
14071686,1275,212552888,,,
14071802,1200,212554088,,,
14072196,1575,212555663,,,
14072312,1125,212556788,,,
14073144,450,212557238,,,
14073156,675,212557913,,,
14074652,975,212558888,,,
14074720,450,212559338,,,
14075808,1650,212560988,,,
14075868,1575,212562563,,,
14076322,825,212563388,,,
14076382,1725,212565113,,,
14077214,450,212565563,,,
14077282,675,212566238,,,
14078170,750,212566988,,,
14079002,600,212567588,,,
14079078,825,212568413,,,
14080536,825,212569238,,,
14080612,600,212569838,,,
14081752,825,212570663,,,
14082338,1950,212572613,,,
14082398,1575,212574188,,,
14083486,450,212574638,,,
14083554,900,212575538,,,
14085020,975,212576513,,,
14085088,675,212577188,,,
14085920,825,212578013,,,
14085980,1800,212579813,,,
14086808,675,212580488,,,
14086884,600,212581088,,,
14087716,1050,212582138,,,
14088230,750,212582888,,,
14089370,1125,212584013,,,
14089446,525,212584538,,,
14090506,1875,212586413,,,
14090614,1875,212588288,,,
14091702,675,212588963,,,
14091722,675,212589638,,,
14093236,975,212590613,,,
14093256,825,212591438,,,
14094088,900,212592338,,,
14094196,1125,212593463,,,
14095024,975,212594438,,,
14095884,1125,212595563,,,
14096398,1500,212597063,,,
14097586,825,212597888,,,
14097614,525,212598413,,,
14099252,675,212599088,,,
14099272,825,212599913,,,
14100360,1200,212601113,,,
14100468,1125,212602238,,,
14100874,900,212603138,,,
14100982,1050,212604188,,,
14101814,450,212604638,,,
14101834,525,212605163,,,
14102770,1275,212606438,,,
14103630,450,212606888,,,
14105136,675,212607563,,,
14105164,1275,212608838,,,
14106352,1500,212610338,,,
14106792,975,212611313,,,
14107668,900,212612213,,,
14107752,525,212612738,,,
14109206,1050,212613788,,,
14109290,450,212614238,,,
14110378,900,212615138,,,
14111506,975,212616113,,,
14111598,600,212616713,,,
14112686,750,212617463,,,
14112722,1875,212619338,,,
14113196,1125,212620463,,,
14113232,1350,212621813,,,
14114064,825,212622638,,,
14114156,525,212623163,,,
14115479,975,212624138,,,
14115563,450,212624588,,,
14116439,1350,212625938,,,
14116949,750,212626688,,,
14118037,675,212627363,,,
14118121,1125,212628488,,,
14119213,1875,212630363,,,
14119249,1125,212631488,,,
14120337,675,212632163,,,
14120429,675,212632838,,,
14121875,675,212633513,,,
14121967,600,212634113,,,
14122799,975,212635088,,,
14122835,1200,212636288,,,
14123414,2100,212638388,,,
14123498,1125,212639513,,,
14124330,825,212640338,,,
14124374,600,212640938,,,
14125868,600,212641538,,,
14125912,600,212642138,,,
14127000,1575,212643713,,,
14127084,2325,212646038,,,
14127664,675,212646713,,,
14127700,600,212647313,,,
14128880,1350,212648663,,,
14129390,900,212649563,,,
14130222,600,212650163,,,
14130258,1275,212651438,,,
14132140,600,212652038,,,
14132184,825,212652863,,,
14133016,1125,212653988,,,
14133100,1125,212655113,,,
14133526,900,212656013,,,
14133610,2100,212658113,,,
14134698,975,212659088,,,
14134742,975,212660063,,,
14135314,1875,212661938,,,
14136494,675,212662613,,,
14136530,675,212663288,,,
14138032,825,212664113,,,
14138068,600,212664713,,,
14138900,2025,212666738,,,
14139468,1425,212668163,,,
14140664,450,212668613,,,
14142090,825,212669438,,,
14142198,1275,212670713,,,
14143050,1425,212672138,,,
14144398,525,212672663,,,
14144498,450,212673113,,,
14145330,975,212674088,,,
14145358,1275,212675363,,,
14145844,1350,212676713,,,
14145872,1050,212677763,,,
14146960,675,212678438,,,
14147060,975,212679413,,,
14148106,675,212680088,,,
14149302,1125,212681213,,,
14149816,1650,212682863,,,
14150668,1500,212684363,,,
14150776,825,212685188,,,
14152116,1500,212686688,,,
14152144,750,212687438,,,
14152976,525,212687963,,,
14153076,600,212688563,,,
14154510,675,212689238,,,
14154610,825,212690063,,,
14155698,975,212691038,,,
14155726,750,212691788,,,
14155835,600,212692388,,,
14155847,825,212693213,,,
14156935,2475,212695688,,,
14157051,975,212696663,,,
14158469,975,212697638,,,
14158585,900,212698538,,,
14159417,975,212699513,,,
14159429,675,212700188,,,
14160893,1350,212701538,,,
14161725,450,212701988,,,
14161729,1350,212703338,,,
14162243,525,212703863,,,
14163455,1125,212704988,,,
14164485,1050,212706038,,,
14164601,1350,212707388,,,
14165689,600,212707988,,,
14165701,675,212708663,,,
14166203,825,212709488,,,
14166215,825,212710313,,,
14167047,900,212711213,,,
14167163,675,212711888,,,
14168511,975,212712863,,,
14168515,600,212713463,,,
14169347,1650,212715113,,,
14170881,825,212715938,,,
14172093,675,212716613,,,
14172569,975,212717588,,,
14172645,450,212718038,,,
14173529,1125,212719163,,,
14175067,1650,212720813,,,
14176155,675,212721488,,,
14176231,450,212721938,,,
14176803,1275,212723213,,,
14176863,2250,212725463,,,
14177951,600,212726063,,,
14178019,450,212726513,,,
14178461,450,212726963,,,
14178529,975,212727938,,,
14179361,1725,212729663,,,
14179421,900,212730563,,,
14181287,3225,212733788,,,
14182171,600,212734388,,,
14182247,450,212734838,,,
14182681,825,212735663,,,
14182757,525,212736188,,,
14183845,1350,212737538,,,
14184477,675,212738213,,,
14184545,975,212739188,,,
14185633,2625,212741813,,,
14185693,900,212742713,,,
14187171,1125,212743838,,,
14187231,1125,212744963,,,
14188063,975,212745938,,,
14188131,450,212746388,,,
14188708,975,212747363,,,
14188760,675,212748038,,,
14189592,1200,212749238,,,
14189668,675,212749913,,,
14191130,900,212750813,,,
14191206,1500,212752313,,,
14192294,825,212753138,,,
14192346,525,212753663,,,
14193438,825,212754488,,,
14194594,2400,212756888,,,
14194654,675,212757563,,,
14195104,825,212758388,,,
14195164,450,212758838,,,
14195996,1650,212760488,,,
14197402,1350,212761838,,,
14197478,1800,212763638,,,
14198310,825,212764463,,,
14198362,450,212764913,,,
14198820,975,212765888,,,
14198872,450,212766338,,,
14199960,1650,212767988,,,
14200036,1050,212769038,,,
14201120,900,212769938,,,
14201180,1050,212770988,,,
14202336,1800,212772788,,,
14203874,825,212773613,,,
14204706,975,212774588,,,
14204766,525,212775113,,,
14205190,675,212775788,,,
14205306,675,212776463,,,
14206394,1575,212778038,,,
14207928,1125,212779163,,,
14208772,975,212780138,,,
14209724,825,212780963,,,
14209728,1575,212782538,,,
14210560,675,212783213,,,
14210684,900,212784113,,,
14211074,600,212784713,,,
14211198,525,212785238,,,
14212286,1575,212786813,,,
14212290,1575,212788388,,,
14213956,1200,212789588,,,
14215044,675,212790263,,,
14215160,975,212791238,,,
14215674,600,212791838,,,
14216518,1125,212792963,,,
14217346,600,212793563,,,
14217470,450,212794013,,,
14218302,825,212794838,,,
14218306,900,212795738,,,
14219836,1200,212796938,,,
14219840,1500,212798438,,,
14220928,825,212799263,,,
14221052,675,212799938,,,
14222188,900,212800838,,,
14223276,675,212801513,,,
14223312,825,212802338,,,
14223790,450,212802788,,,
14223826,675,212803463,,,
14224750,975,212804438,,,
14225578,525,212804963,,,
14225622,975,212805938,,,
14226454,1200,212807138,,,
14226538,750,212807888,,,
14227988,1350,212809238,,,
14228072,825,212810063,,,
14229160,975,212811038,,,
14229204,450,212811488,,,
14229806,600,212812088,,,
14229842,675,212812763,,,
14230930,2100,212814863,,,
14232464,900,212815763,,,
14233388,900,212816663,,,
14233424,525,212817188,,,
14234260,1500,212818688,,,
14234344,1200,212819888,,,
14235176,675,212820563,,,
14235220,450,212821013,,,
14235690,450,212821463,,,
14235734,975,212822438,,,
14236822,675,212823113,,,
14236906,900,212824013,,,
14238386,900,212824913,,,
14238414,825,212825738,,,
14239246,525,212826263,,,
14239346,450,212826713,,,
14239756,450,212827163,,,
14239856,525,212827688,,,
14240944,825,212828513,,,
14240972,750,212829263,,,
14242056,600,212829863,,,
14242164,825,212830688,,,
14243272,900,212831588,,,
14244810,1425,212833013,,,
14245750,450,212833463,,,
14246028,525,212833988,,,
14246128,600,212834588,,,
14246960,750,212835338,,,
14246988,975,212836313,,,
14248498,1500,212837813,,,
14248526,1725,212839538,,,
14249614,600,212840138,,,
14249714,450,212840588,,,
14250806,1350,212841938,,,
14251914,1200,212843138,,,
14252022,600,212843738,,,
14252424,675,212844413,,,
14253364,675,212845088,,,
14254799,1064,212846152,,,
14254991,900,212847052,,,
14255923,1350,212848402,,,
14255951,450,212848852,,,
14256433,600,212849452,,,
14257549,900,212850352,,,
14258229,675,212851027,,,
14258249,825,212851852,,,
14259337,900,212852752,,,
14259445,1425,212854177,,,
14260875,1425,212855602,,,
14260983,1650,212857252,,,
14261815,600,212857852,,,
14261835,525,212858377,,,
14262705,525,212858902,,,
14262733,1575,212860477,,,
14263665,1125,212861602,,,
14265203,1050,212862652,,,
14266319,675,212863327,,,
14266891,675,212864002,,,
14266999,2025,212866027,,,
14268087,450,212866477,,,
14268107,450,212866927,,,
14268597,525,212867452,,,
14268617,450,212867902,,,
14269449,1050,212868952,,,
14269557,1575,212870527,,,
14271021,750,212871277,,,
14271057,825,212872102,,,
14272145,675,212872777,,,
14272237,525,212873302,,,
14272659,525,212873827,,,
14272751,525,212874352,,,
14273583,900,212875252,,,
14273619,1125,212876377,,,
14274967,750,212877127,,,
14275051,525,212877652,,,
14275883,1725,212879377,,,
14277417,675,212880052,,,
14278549,600,212880652,,,
14278633,825,212881477,,,
14278675,675,212882152,,,
14278767,450,212882602,,,
14279855,1125,212883727,,,
14279891,2325,212886052,,,
14281389,975,212887027,,,
14281425,975,212888002,,,
14282257,825,212888827,,,
14282349,600,212889427,,,
14283733,900,212890327,,,
14284565,525,212890852,,,
14284649,1200,212892052,,,
14285079,450,212892502,,,
14285163,675,212893177,,,
14286295,1725,212894902,,,
14286864,600,212895502,,,
14286956,975,212896477,,,
14288044,825,212897302,,,
14288080,2100,212899402,,,
14289582,1875,212901277,,,
14289618,1350,212902627,,,
14290450,600,212903227,,,
14290542,600,212903827,,,
14291882,750,212904577,,,
14292758,975,212905552,,,
14292842,525,212906077,,,
14293268,600,212906677,,,
14293352,975,212907652,,,
14294440,750,212908402,,,
14295598,1350,212909752,,,
14295634,2700,212912452,,,
14296722,825,212913277,,,
14296814,600,212913877,,,
14297232,525,212914402,,,
14297324,825,212915227,,,
14298156,750,212915977,,,
14298192,1050,212917027,,,
14299540,450,212917477,,,
14299624,675,212918152,,,
14300500,825,212918977,,,
14302038,1050,212920027,,,
14303126,675,212920702,,,
14303210,675,212921377,,,
14303666,450,212921827,,,
14304526,900,212922727,,,
14306060,2025,212924752,,,
14307248,750,212925502,,,
14307276,600,212926102,,,
14307848,825,212926927,,,
14307956,900,212927827,,,
14309044,450,212928277,,,
14309064,450,212928727,,,
14309558,525,212929252,,,
14309578,600,212929852,,,
14310410,2025,212931877,,,
14310518,750,212932627,,,
14312432,900,212933527,,,
14313292,450,212933977,,,
14313778,600,212934577,,,
14313806,900,212935477,,,
14314994,750,212936227,,,
14315574,450,212936677,,,
14315594,600,212937277,,,
14316682,3225,212940502,,,
14316790,2325,212942827,,,
14318216,1200,212944027,,,
14318324,975,212945002,,,
14319156,825,212945827,,,
14319176,600,212946427,,,
14319759,525,212946952,,,
14319859,600,212947552,,,
14320691,900,212948452,,,
14320719,975,212949427,,,
14322225,1875,212951302,,,
